order_id,order_date,customer_id,region,channel,category,quantity,unit_price,discount,revenue,returned
ORD-011064,2024-07-17,C16425,East,Wholesale,Electronics,1,87.12,0.05,78.59,0
ORD-011065,2024-07-17,C22350,West,Marketplace,Apparel,2,41.63,0.15,67.2,0
ORD-011066,2024-07-17,C20356,East,Marketplace,Electronics,1,199.19,0.0,189.14,0
ORD-011067,2024-07-17,C4476,North,Retail,Wellness,2,44.58,0.2,67.74,0
ORD-011068,2024-07-17,C14700,North,Wholesale,Home,1,64.35,0.0,61.11,0
ORD-011069,2024-07-17,C4400,West,Retail,Wellness,2,54.44,0.0,103.39,0
ORD-011070,2024-07-17,C9276,South,Retail,Beauty,1,26.68,0.05,24.07,0
ORD-011071,2024-07-17,C26899,North,Wholesale,Apparel,1,64.25,0.0,61.01,0
ORD-011072,2024-07-17,C15922,South,Direct,Apparel,3,45.73,0.0,130.27,0
ORD-011073,2024-07-17,C12655,East,Marketplace,Electronics,1,107.4,0.05,96.88,1
ORD-011074,2024-07-17,C11316,North,Retail,Beauty,1,41.97,0.0,39.86,0
ORD-011075,2024-07-17,C20753,North,Marketplace,Wellness,2,25.02,0.05,45.14,0
ORD-011076,2024-07-17,C3515,South,Marketplace,Beauty,1,42.97,0.05,38.77,0
ORD-011077,2024-07-17,C14583,North,Retail,Home,2,56.31,0.0,106.94,0
ORD-011078,2024-07-17,C5777,North,Direct,Apparel,1,47.19,0.0,44.81,0
ORD-011079,2024-07-17,C1762,East,Marketplace,Wellness,2,56.84,0.0,107.94,0
ORD-011080,2024-07-17,C22648,South,Marketplace,Electronics,1,140.39,0.1,119.97,0
ORD-011081,2024-07-17,C20404,North,Marketplace,Apparel,1,37.32,0.0,35.43,0
ORD-011082,2024-07-17,C5810,South,Wholesale,Beauty,3,32.76,0.05,88.66,0
ORD-011083,2024-07-17,C24836,North,Retail,Beauty,2,35.97,0.05,64.89,0
ORD-011084,2024-07-17,C25559,North,Marketplace,Electronics,2,96.46,0.0,183.2,0
ORD-011085,2024-07-17,C8510,West,Direct,Apparel,4,30.79,0.0,116.96,0
ORD-011086,2024-07-17,C17688,North,Marketplace,Home,1,99.38,0.1,84.93,0
ORD-011087,2024-07-17,C20105,North,Retail,Electronics,1,138.1,0.1,118.02,0
ORD-011088,2024-07-17,C3960,South,Retail,Electronics,2,193.31,0.05,348.76,0
ORD-011089,2024-07-17,C14473,East,Marketplace,Apparel,2,36.75,0.0,69.79,0
ORD-011090,2024-07-17,C16846,East,Retail,Electronics,1,135.28,0.0,128.46,0
ORD-011091,2024-07-17,C27104,West,Wholesale,Wellness,1,20.75,0.05,18.72,0
ORD-011092,2024-07-17,C27308,West,Direct,Home,1,69.94,0.05,63.09,0
ORD-011093,2024-07-17,C26367,West,Direct,Beauty,2,33.87,0.0,64.32,0
ORD-011094,2024-07-17,C23759,North,Marketplace,Apparel,2,41.02,0.15,66.21,0
ORD-011095,2024-07-17,C4860,North,Marketplace,Wellness,4,47.5,0.15,153.36,0
ORD-011096,2024-07-17,C21867,South,Marketplace,Apparel,3,50.52,0.05,136.71,0
ORD-011097,2024-07-17,C21024,South,Direct,Beauty,1,41.82,0.0,39.71,0
ORD-011098,2024-07-17,C7960,South,Retail,Wellness,1,37.59,0.05,33.91,0
ORD-011099,2024-07-17,C21691,North,Retail,Beauty,2,19.85,0.2,30.16,0
ORD-011100,2024-07-17,C8485,South,Direct,Beauty,2,39.35,0.0,74.74,1
ORD-011101,2024-07-17,C23706,West,Retail,Wellness,1,38.34,0.05,34.59,0
ORD-011102,2024-07-17,C1863,West,Direct,Apparel,1,61.95,0.2,47.06,0
ORD-011103,2024-07-17,C25141,West,Marketplace,Apparel,1,28.86,0.0,27.4,0
ORD-011104,2024-07-17,C4535,South,Retail,Home,1,83.81,0.1,71.63,0
ORD-011105,2024-07-18,C14936,East,Retail,Wellness,3,49.27,0.0,139.93,0
ORD-011106,2024-07-18,C27227,West,Wholesale,Home,2,83.47,0.15,134.33,0
ORD-011107,2024-07-18,C21179,North,Wholesale,Beauty,1,48.57,0.0,45.98,0
ORD-011108,2024-07-18,C19675,East,Marketplace,Home,1,98.63,0.15,79.36,0
ORD-011109,2024-07-18,C9205,North,Direct,Beauty,1,38.4,0.0,36.34,0
ORD-011110,2024-07-18,C23639,North,Retail,Wellness,1,32.42,0.0,30.68,0
ORD-011111,2024-07-18,C13798,West,Direct,Home,1,78.66,0.05,70.74,0
ORD-011112,2024-07-18,C1940,West,Marketplace,Electronics,1,176.59,0.05,158.8,0
ORD-011113,2024-07-18,C17162,West,Retail,Wellness,1,43.28,0.0,40.97,0
ORD-011114,2024-07-18,C3589,North,Wholesale,Electronics,2,148.89,0.0,281.87,0
ORD-011115,2024-07-18,C1718,North,Direct,Beauty,1,44.19,0.1,37.65,0
ORD-011116,2024-07-18,C3393,North,Retail,Electronics,1,141.9,0.15,114.17,0
ORD-011117,2024-07-18,C6268,West,Retail,Apparel,1,45.6,0.1,38.85,0
ORD-011118,2024-07-18,C25252,West,Wholesale,Beauty,1,42.48,0.0,40.21,0
ORD-011119,2024-07-18,C27128,North,Retail,Electronics,2,151.83,0.0,287.45,0
ORD-011120,2024-07-18,C2766,North,Marketplace,Electronics,3,131.52,0.0,373.5,0
ORD-011121,2024-07-18,C2597,North,Marketplace,Wellness,1,42.95,0.0,40.66,0
ORD-011122,2024-07-18,C7718,East,Direct,Home,3,86.45,0.15,208.67,0
ORD-011123,2024-07-18,C11769,North,Marketplace,Home,3,55.57,0.0,157.79,0
ORD-011124,2024-07-18,C5157,North,Wholesale,Wellness,2,40.98,0.05,73.7,0
ORD-011125,2024-07-18,C23653,West,Retail,Beauty,1,36.92,0.15,29.7,0
ORD-011126,2024-07-18,C21446,South,Wholesale,Beauty,3,21.14,0.1,54.03,0
ORD-011127,2024-07-18,C10513,West,Marketplace,Electronics,1,181.9,0.1,154.97,0
ORD-011128,2024-07-18,C4325,North,Retail,Beauty,2,43.33,0.0,82.04,0
ORD-011129,2024-07-18,C2805,South,Wholesale,Apparel,1,28.07,0.05,25.24,0
ORD-011130,2024-07-18,C19115,North,Wholesale,Home,1,110.02,0.0,104.14,0
ORD-011131,2024-07-18,C2810,West,Marketplace,Apparel,3,48.92,0.2,111.13,0
ORD-011132,2024-07-18,C24727,East,Wholesale,Beauty,2,45.12,0.0,85.43,0
ORD-011133,2024-07-18,C17334,North,Direct,Home,1,50.8,0.2,38.47,0
ORD-011134,2024-07-18,C6759,North,Direct,Beauty,1,43.15,0.0,40.85,0
ORD-011135,2024-07-18,C13774,East,Wholesale,Apparel,1,42.53,0.0,40.26,0
ORD-011136,2024-07-18,C12014,North,Retail,Apparel,2,37.82,0.2,57.28,0
ORD-011137,2024-07-18,C12674,West,Retail,Beauty,1,38.66,0.05,34.77,0
ORD-011138,2024-07-18,C13210,West,Retail,Wellness,4,45.37,0.0,171.79,0
ORD-011139,2024-07-18,C3061,North,Retail,Apparel,1,31.32,0.0,29.64,0
ORD-011140,2024-07-18,C19337,North,Marketplace,Beauty,2,32.56,0.1,55.48,0
ORD-011141,2024-07-18,C18515,West,Marketplace,Home,1,77.66,0.0,73.52,0
ORD-011142,2024-07-18,C5769,West,Retail,Home,1,71.44,0.15,57.48,0
ORD-011143,2024-07-18,C18657,West,Retail,Home,1,79.02,0.1,67.32,0
ORD-011144,2024-07-18,C25084,South,Direct,Apparel,1,54.74,0.15,44.04,1
ORD-011145,2024-07-18,C20168,East,Retail,Electronics,1,163.35,0.05,146.89,0
ORD-011146,2024-07-18,C18680,North,Retail,Electronics,2,169.88,0.0,321.62,0
ORD-011147,2024-07-18,C18480,West,Marketplace,Beauty,2,45.63,0.05,82.07,0
ORD-011148,2024-07-18,C20933,West,Wholesale,Apparel,1,50.15,0.05,45.1,0
ORD-011149,2024-07-18,C11093,East,Retail,Home,1,42.28,0.05,38.02,0
ORD-011150,2024-07-18,C3777,South,Marketplace,Apparel,1,49.77,0.0,47.11,0
ORD-011151,2024-07-18,C15634,North,Retail,Beauty,1,39.29,0.0,37.19,0
ORD-011152,2024-07-18,C9007,South,Marketplace,Electronics,2,164.78,0.05,296.36,0
ORD-011153,2024-07-18,C6958,East,Marketplace,Beauty,1,26.68,0.15,21.47,0
ORD-011154,2024-07-18,C17893,South,Retail,Beauty,1,38.71,0.0,36.64,0
ORD-011155,2024-07-19,C26523,South,Retail,Wellness,1,47.67,0.1,40.49,0
ORD-011156,2024-07-19,C14821,South,Marketplace,Electronics,2,160.92,0.0,303.71,0
ORD-011157,2024-07-19,C4144,South,Retail,Apparel,1,38.87,0.1,33.02,0
ORD-011158,2024-07-19,C2706,West,Marketplace,Wellness,4,18.76,0.0,70.81,0
ORD-011159,2024-07-19,C13794,South,Marketplace,Home,1,75.87,0.0,71.59,0
ORD-011160,2024-07-19,C1603,South,Direct,Wellness,1,45.9,0.05,41.15,0
ORD-011161,2024-07-19,C25263,North,Retail,Apparel,1,53.08,0.1,45.08,0
ORD-011162,2024-07-19,C14732,North,Direct,Home,1,60.52,0.05,54.25,0
ORD-011163,2024-07-19,C17314,East,Retail,Electronics,3,70.46,0.0,199.47,0
ORD-011164,2024-07-19,C21653,South,Marketplace,Electronics,2,156.8,0.05,281.13,0
ORD-011165,2024-07-19,C20471,North,Retail,Beauty,2,37.91,0.1,64.4,0
ORD-011166,2024-07-19,C4387,North,Wholesale,Beauty,3,26.65,0.1,67.89,0
ORD-011167,2024-07-19,C24453,South,Retail,Beauty,3,24.93,0.1,63.52,0
ORD-011168,2024-07-19,C5562,West,Direct,Wellness,1,33.08,0.05,29.65,0
ORD-011169,2024-07-19,C15307,West,Retail,Wellness,2,37.05,0.1,62.92,0
ORD-011170,2024-07-19,C10422,West,Direct,Home,1,84.71,0.0,79.94,0
ORD-011171,2024-07-19,C18399,West,Direct,Beauty,1,32.13,0.05,28.8,0
ORD-011172,2024-07-19,C3766,North,Marketplace,Wellness,3,52.36,0.0,148.24,0
ORD-011173,2024-07-19,C18226,South,Marketplace,Home,2,75.01,0.1,127.42,0
ORD-011174,2024-07-19,C23022,North,Marketplace,Beauty,2,33.85,0.15,54.31,0
ORD-011175,2024-07-19,C19223,North,Marketplace,Home,1,70.77,0.2,53.43,0
ORD-011176,2024-07-19,C8602,North,Wholesale,Home,2,85.19,0.0,160.78,0
ORD-011177,2024-07-19,C9067,East,Retail,Apparel,3,40.69,0.0,115.18,0
ORD-011178,2024-07-19,C10738,East,Retail,Apparel,2,48.45,0.0,91.44,0
ORD-011179,2024-07-19,C17528,South,Retail,Apparel,2,33.4,0.0,63.04,0
ORD-011180,2024-07-19,C19805,North,Marketplace,Apparel,1,42.12,0.1,35.77,0
ORD-011181,2024-07-19,C2732,North,Marketplace,Home,1,91.05,0.2,68.74,1
ORD-011182,2024-07-19,C1955,South,Retail,Home,2,65.27,0.05,117.02,0
ORD-011183,2024-07-19,C10096,South,Retail,Apparel,1,47.29,0.0,44.62,1
ORD-011184,2024-07-19,C21539,North,Marketplace,Wellness,1,37.67,0.15,30.21,0
ORD-011185,2024-07-19,C3254,East,Marketplace,Wellness,2,29.45,0.0,55.59,0
ORD-011186,2024-07-19,C9526,East,Retail,Wellness,2,30.52,0.0,57.59,0
ORD-011187,2024-07-19,C20395,North,Retail,Electronics,1,155.48,0.0,146.72,0
ORD-011188,2024-07-19,C27974,North,Marketplace,Apparel,2,45.12,0.05,80.9,0
ORD-011189,2024-07-19,C8474,West,Marketplace,Wellness,3,39.38,0.05,105.91,0
ORD-011190,2024-07-19,C5824,East,Direct,Apparel,1,57.54,0.2,43.44,0
ORD-011191,2024-07-19,C17014,East,Direct,Wellness,3,33.86,0.0,95.87,0
ORD-011192,2024-07-19,C27071,North,Wholesale,Home,1,74.41,0.05,66.7,0
ORD-011193,2024-07-19,C5189,West,Direct,Apparel,2,30.32,0.05,54.36,0
ORD-011194,2024-07-19,C23215,North,Wholesale,Electronics,1,189.69,0.05,170.05,0
ORD-011195,2024-07-19,C21140,South,Retail,Beauty,1,31.15,0.1,26.46,0
ORD-011196,2024-07-19,C21644,North,Wholesale,Apparel,3,48.74,0.05,131.08,0
ORD-011197,2024-07-19,C1154,South,Wholesale,Apparel,1,44.17,0.0,41.68,0
ORD-011198,2024-07-19,C6882,East,Marketplace,Wellness,3,42.3,0.1,107.78,0
ORD-011199,2024-07-19,C5088,North,Retail,Beauty,3,20.65,0.15,49.68,0
ORD-011200,2024-07-19,C14336,North,Retail,Apparel,1,60.48,0.2,45.66,0
ORD-011201,2024-07-19,C10945,South,Direct,Home,2,67.95,0.0,128.23,0
ORD-011202,2024-07-19,C3992,West,Retail,Wellness,1,59.94,0.05,53.73,0
ORD-011203,2024-07-19,C8628,South,Wholesale,Beauty,1,28.53,0.0,26.92,0
ORD-011204,2024-07-19,C2550,West,Marketplace,Apparel,2,59.35,0.0,112.02,0
ORD-011205,2024-07-20,C22897,North,Marketplace,Electronics,1,149.75,0.05,133.83,0
ORD-011206,2024-07-20,C5437,West,Marketplace,Apparel,2,49.17,0.0,92.51,0
ORD-011207,2024-07-20,C6033,North,Direct,Beauty,2,26.95,0.15,43.11,0
ORD-011208,2024-07-20,C2293,North,Retail,Apparel,1,49.31,0.05,44.06,0
ORD-011209,2024-07-20,C16866,East,Marketplace,Home,2,61.0,0.0,114.76,1
ORD-011210,2024-07-20,C26378,South,Marketplace,Beauty,2,39.72,0.15,63.52,0
ORD-011211,2024-07-20,C9852,South,Retail,Beauty,1,36.7,0.1,31.07,0
ORD-011212,2024-07-20,C6602,East,Marketplace,Electronics,2,146.72,0.05,262.25,0
ORD-011213,2024-07-20,C23037,North,Marketplace,Apparel,2,42.89,0.0,80.7,0
ORD-011214,2024-07-20,C7088,West,Marketplace,Apparel,1,51.31,0.0,48.27,0
ORD-011215,2024-07-20,C5770,North,Retail,Apparel,1,32.28,0.0,30.36,0
ORD-011216,2024-07-20,C7130,West,Direct,Beauty,1,34.96,0.1,29.6,0
ORD-011217,2024-07-20,C11822,South,Marketplace,Home,1,71.75,0.05,64.12,0
ORD-011218,2024-07-20,C11710,West,Wholesale,Electronics,1,109.84,0.05,98.16,0
ORD-011219,2024-07-20,C17993,South,Direct,Electronics,3,118.68,0.05,318.18,0
ORD-011220,2024-07-20,C25849,West,Wholesale,Apparel,1,50.41,0.05,45.05,0
ORD-011221,2024-07-20,C3701,South,Marketplace,Beauty,3,34.08,0.1,86.55,1
ORD-011222,2024-07-20,C21178,South,Wholesale,Wellness,2,46.2,0.0,86.92,0
ORD-011223,2024-07-20,C10975,East,Wholesale,Wellness,1,25.17,0.0,23.68,0
ORD-011224,2024-07-20,C15263,West,Marketplace,Apparel,3,37.13,0.15,89.06,0
ORD-011225,2024-07-20,C20077,West,Wholesale,Wellness,1,32.03,0.1,27.12,0
ORD-011226,2024-07-20,C8091,North,Marketplace,Wellness,1,31.59,0.0,29.72,0
ORD-011227,2024-07-20,C7746,North,Retail,Home,2,106.42,0.05,190.2,0
ORD-011228,2024-07-20,C1052,East,Marketplace,Apparel,1,29.92,0.05,26.74,0
ORD-011229,2024-07-20,C17753,South,Retail,Apparel,4,60.03,0.0,225.88,1
ORD-011230,2024-07-20,C24261,South,Marketplace,Electronics,3,108.86,0.05,291.84,0
ORD-011231,2024-07-20,C11801,East,Marketplace,Electronics,3,139.21,0.05,373.23,0
ORD-011232,2024-07-20,C15710,East,Retail,Apparel,2,51.21,0.05,91.52,0
ORD-011233,2024-07-20,C5396,East,Wholesale,Electronics,1,123.98,0.05,110.8,0
ORD-011234,2024-07-20,C27736,West,Retail,Apparel,1,45.59,0.1,38.6,0
ORD-011235,2024-07-20,C9413,North,Marketplace,Apparel,2,49.34,0.2,74.26,0
ORD-011236,2024-07-20,C25038,South,Marketplace,Apparel,1,30.97,0.05,27.67,0
ORD-011237,2024-07-20,C21704,East,Retail,Apparel,2,54.0,0.0,101.6,0
ORD-011238,2024-07-20,C18110,North,Marketplace,Beauty,1,41.89,0.1,35.46,0
ORD-011239,2024-07-20,C15903,North,Retail,Apparel,4,51.48,0.1,174.32,0
ORD-011240,2024-07-20,C15522,East,Marketplace,Wellness,3,41.33,0.0,116.64,0
ORD-011241,2024-07-20,C11305,South,Retail,Wellness,1,28.83,0.1,24.41,0
ORD-011242,2024-07-20,C5561,East,Marketplace,Beauty,2,44.92,0.0,84.5,0
ORD-011243,2024-07-20,C8013,West,Wholesale,Apparel,1,34.78,0.0,32.71,0
ORD-011244,2024-07-20,C27899,North,Direct,Home,1,57.97,0.0,54.53,0
ORD-011245,2024-07-20,C8164,East,Marketplace,Beauty,1,36.43,0.0,34.27,0
ORD-011246,2024-07-20,C17016,North,Retail,Beauty,1,36.85,0.0,34.67,0
ORD-011247,2024-07-20,C15365,West,Retail,Beauty,4,34.54,0.1,116.96,0
ORD-011248,2024-07-20,C8144,South,Direct,Electronics,2,64.61,0.1,109.4,0
ORD-011249,2024-07-20,C12676,West,Marketplace,Beauty,1,31.01,0.05,27.71,0
ORD-011250,2024-07-20,C18545,West,Retail,Wellness,2,35.19,0.0,66.2,0
ORD-011251,2024-07-20,C24552,West,Direct,Electronics,2,136.43,0.15,218.18,0
ORD-011252,2024-07-20,C15383,South,Marketplace,Apparel,2,51.66,0.15,82.61,0
ORD-011253,2024-07-20,C23870,West,Marketplace,Wellness,1,40.73,0.0,38.31,0
ORD-011254,2024-07-20,C5608,East,Direct,Wellness,3,52.94,0.2,119.51,0
ORD-011255,2024-07-20,C10421,South,Marketplace,Home,1,54.05,0.0,50.85,0
ORD-011256,2024-07-20,C21656,South,Marketplace,Home,1,107.1,0.05,95.71,1
ORD-011257,2024-07-20,C14322,West,Retail,Apparel,2,48.01,0.0,90.33,0
ORD-011258,2024-07-20,C27954,South,Wholesale,Home,1,72.75,0.05,65.01,0
ORD-011259,2024-07-20,C10846,North,Retail,Home,2,101.39,0.0,190.76,0
ORD-011260,2024-07-20,C24187,North,Marketplace,Electronics,4,148.99,0.0,560.64,0
ORD-011261,2024-07-20,C21588,West,Marketplace,Wellness,1,34.2,0.0,32.17,0
ORD-011262,2024-07-20,C1118,South,Marketplace,Electronics,2,173.09,0.15,276.81,0
ORD-011263,2024-07-20,C15561,West,Wholesale,Wellness,3,46.46,0.15,111.46,0
ORD-011264,2024-07-20,C16394,South,Retail,Apparel,2,43.57,0.0,81.97,0
ORD-011265,2024-07-20,C12980,North,Direct,Apparel,1,43.0,0.15,34.38,0
ORD-011266,2024-07-20,C15296,North,Wholesale,Beauty,1,31.45,0.0,29.58,0
ORD-011267,2024-07-20,C2639,North,Marketplace,Apparel,1,54.3,0.1,45.97,0
ORD-011268,2024-07-20,C1636,West,Retail,Beauty,2,39.39,0.15,62.99,0
ORD-011269,2024-07-20,C13761,North,Wholesale,Apparel,1,57.78,0.05,51.64,0
ORD-011270,2024-07-20,C7802,South,Marketplace,Apparel,1,43.41,0.0,40.84,0
ORD-011271,2024-07-20,C11759,North,Retail,Home,2,77.93,0.05,139.29,0
ORD-011272,2024-07-20,C2148,West,Retail,Apparel,1,53.66,0.0,50.48,0
ORD-011273,2024-07-20,C1923,North,Marketplace,Beauty,4,42.44,0.2,127.74,0
ORD-011274,2024-07-20,C19569,East,Retail,Beauty,1,47.76,0.0,44.93,1
ORD-011275,2024-07-21,C1002,South,Retail,Apparel,1,43.94,0.0,41.21,0
ORD-011276,2024-07-21,C18887,West,Wholesale,Apparel,3,36.16,0.15,86.46,0
ORD-011277,2024-07-21,C26047,West,Retail,Apparel,1,50.61,0.1,42.71,0
ORD-011278,2024-07-21,C26159,North,Marketplace,Electronics,1,210.77,0.1,177.89,0
ORD-011279,2024-07-21,C4795,North,Direct,Beauty,1,26.96,0.1,22.76,0
ORD-011280,2024-07-21,C27131,East,Marketplace,Wellness,1,49.01,0.0,45.96,0
ORD-011281,2024-07-21,C1820,North,Direct,Beauty,1,38.17,0.15,30.43,0
ORD-011282,2024-07-21,C11959,North,Wholesale,Apparel,1,61.48,0.05,54.77,0
ORD-011283,2024-07-21,C6411,South,Retail,Beauty,1,41.47,0.0,38.89,0
ORD-011284,2024-07-21,C3285,East,Marketplace,Beauty,1,25.99,0.0,24.37,0
ORD-011285,2024-07-21,C13286,West,Retail,Apparel,2,61.86,0.05,110.22,0
ORD-011286,2024-07-21,C9060,South,Marketplace,Wellness,3,37.24,0.0,104.78,0
ORD-011287,2024-07-21,C11432,West,Marketplace,Beauty,2,14.41,0.05,25.68,0
ORD-011288,2024-07-21,C14282,South,Retail,Wellness,1,22.79,0.1,19.23,0
ORD-011289,2024-07-21,C20946,North,Retail,Wellness,1,40.32,0.0,37.81,0
ORD-011290,2024-07-21,C7566,West,Direct,Beauty,1,32.2,0.0,30.2,0
ORD-011291,2024-07-21,C23468,North,Retail,Electronics,1,48.51,0.15,38.67,0
ORD-011292,2024-07-21,C8484,East,Retail,Electronics,2,137.32,0.0,257.55,0
ORD-011293,2024-07-21,C21993,East,Direct,Apparel,1,42.84,0.05,38.16,0
ORD-011294,2024-07-21,C11743,North,Retail,Home,2,67.84,0.0,127.24,0
ORD-011295,2024-07-21,C5240,East,Direct,Home,1,75.3,0.05,67.09,0
ORD-011296,2024-07-21,C22718,West,Direct,Apparel,1,54.18,0.1,45.73,0
ORD-011297,2024-07-21,C16101,South,Marketplace,Wellness,1,55.42,0.15,44.18,0
ORD-011298,2024-07-21,C20635,East,Marketplace,Wellness,1,39.85,0.1,33.63,0
ORD-011299,2024-07-21,C20155,North,Wholesale,Electronics,2,167.39,0.1,282.55,0
ORD-011300,2024-07-21,C1913,West,Retail,Wellness,2,43.96,0.0,82.46,0
ORD-011301,2024-07-21,C26553,South,Retail,Home,1,72.97,0.2,54.74,0
ORD-011302,2024-07-21,C6496,West,Wholesale,Wellness,3,51.55,0.05,137.78,0
ORD-011303,2024-07-21,C6922,North,Retail,Home,1,59.04,0.1,49.83,0
ORD-011304,2024-07-21,C18488,West,Marketplace,Apparel,1,42.82,0.05,38.15,0
ORD-011305,2024-07-21,C23262,West,Marketplace,Electronics,1,164.16,0.0,153.95,0
ORD-011306,2024-07-21,C22236,West,Direct,Beauty,1,42.09,0.0,39.47,0
ORD-011307,2024-07-21,C24128,North,Wholesale,Home,1,52.19,0.15,41.6,0
ORD-011308,2024-07-21,C16111,West,Direct,Apparel,3,56.47,0.05,150.93,0
ORD-011309,2024-07-21,C17195,South,Retail,Home,1,93.77,0.0,87.94,0
ORD-011310,2024-07-21,C18755,South,Direct,Electronics,2,239.53,0.0,449.25,0
ORD-011311,2024-07-21,C7859,West,Direct,Electronics,2,176.73,0.0,331.47,0
ORD-011312,2024-07-21,C22665,South,Marketplace,Apparel,2,29.38,0.0,55.11,0
ORD-011313,2024-07-21,C13769,East,Retail,Apparel,1,44.37,0.0,41.61,0
ORD-011314,2024-07-21,C3518,East,Retail,Apparel,3,39.1,0.0,110.01,0
ORD-011315,2024-07-21,C27115,South,Marketplace,Wellness,3,58.23,0.05,155.63,0
ORD-011316,2024-07-21,C15767,South,Direct,Home,4,61.84,0.1,208.79,1
ORD-011317,2024-07-21,C8234,South,Direct,Electronics,1,154.17,0.05,137.35,0
ORD-011318,2024-07-21,C5146,East,Marketplace,Beauty,1,31.04,0.0,29.11,0
ORD-011319,2024-07-21,C6862,South,Retail,Home,2,67.19,0.0,126.01,0
ORD-011320,2024-07-21,C20825,West,Marketplace,Wellness,1,36.99,0.0,34.69,0
ORD-011321,2024-07-21,C14993,West,Marketplace,Electronics,2,139.87,0.0,262.33,1
ORD-011322,2024-07-21,C13723,South,Direct,Electronics,1,156.51,0.1,132.1,0
ORD-011323,2024-07-21,C4458,South,Retail,Home,1,72.95,0.1,61.57,0
ORD-011324,2024-07-21,C15145,South,Retail,Home,1,76.5,0.1,64.56,0
ORD-011325,2024-07-21,C24034,North,Marketplace,Electronics,1,80.11,0.15,63.86,0
ORD-011326,2024-07-22,C20758,West,Marketplace,Electronics,1,144.27,0.1,121.39,0
ORD-011327,2024-07-22,C27158,South,Retail,Home,2,89.22,0.0,166.83,0
ORD-011328,2024-07-22,C6867,South,Marketplace,Home,1,88.24,0.05,78.37,0
ORD-011329,2024-07-22,C27272,West,Retail,Beauty,1,39.21,0.1,32.99,0
ORD-011330,2024-07-22,C21735,South,Retail,Home,2,73.33,0.1,123.4,0
ORD-011331,2024-07-22,C18894,North,Retail,Home,1,62.99,0.0,58.89,0
ORD-011332,2024-07-22,C10401,West,Retail,Home,4,89.0,0.0,332.81,0
ORD-011333,2024-07-22,C14920,South,Retail,Beauty,2,38.7,0.1,65.12,0
ORD-011334,2024-07-22,C8356,South,Direct,Electronics,2,133.32,0.05,236.82,0
ORD-011335,2024-07-22,C7606,North,Marketplace,Electronics,1,78.32,0.05,69.56,0
ORD-011336,2024-07-22,C25499,North,Retail,Home,3,96.43,0.0,270.45,0
ORD-011337,2024-07-22,C10087,North,Retail,Electronics,2,150.88,0.0,282.12,0
ORD-011338,2024-07-22,C2661,West,Marketplace,Electronics,1,133.17,0.0,124.5,0
ORD-011339,2024-07-22,C11407,North,Marketplace,Apparel,2,50.21,0.0,93.88,0
ORD-011340,2024-07-22,C15732,North,Wholesale,Apparel,1,43.57,0.0,40.74,0
ORD-011341,2024-07-22,C15561,North,Marketplace,Apparel,1,42.57,0.1,35.82,0
ORD-011342,2024-07-22,C12197,East,Wholesale,Wellness,1,41.72,0.0,39.0,0
ORD-011343,2024-07-22,C26793,North,Marketplace,Home,1,44.12,0.05,39.18,0
ORD-011344,2024-07-22,C8438,East,Wholesale,Wellness,2,44.64,0.1,75.12,0
ORD-011345,2024-07-22,C19838,South,Wholesale,Beauty,1,47.53,0.05,42.21,0
ORD-011346,2024-07-22,C26979,West,Direct,Beauty,1,45.93,0.15,36.5,0
ORD-011347,2024-07-22,C24092,East,Direct,Apparel,1,48.18,0.0,45.05,0
ORD-011348,2024-07-22,C2082,East,Retail,Wellness,1,48.35,0.0,45.2,0
ORD-011349,2024-07-22,C9133,East,Wholesale,Electronics,3,131.74,0.05,351.03,0
ORD-011350,2024-07-22,C17614,North,Wholesale,Wellness,2,40.85,0.0,76.38,0
ORD-011351,2024-07-22,C11363,South,Marketplace,Apparel,1,47.79,0.2,35.75,0
ORD-011352,2024-07-22,C26387,West,Marketplace,Home,1,88.0,0.0,82.27,0
ORD-011353,2024-07-22,C15452,North,Marketplace,Home,3,50.05,0.1,126.35,0
ORD-011354,2024-07-22,C9713,North,Retail,Apparel,1,44.71,0.0,41.8,0
ORD-011355,2024-07-22,C20737,South,Direct,Home,1,106.93,0.05,94.97,0
ORD-011356,2024-07-22,C7168,South,Marketplace,Home,1,69.02,0.1,58.08,0
ORD-011357,2024-07-22,C21935,East,Marketplace,Electronics,1,147.54,0.1,124.14,0
ORD-011358,2024-07-22,C10064,West,Retail,Wellness,2,48.83,0.15,77.6,0
ORD-011359,2024-07-22,C15851,South,Direct,Beauty,2,29.81,0.0,55.74,0
ORD-011360,2024-07-22,C1890,North,Wholesale,Home,1,58.44,0.0,54.63,0
ORD-011361,2024-07-22,C16132,West,Retail,Apparel,1,65.53,0.05,58.2,0
ORD-011362,2024-07-22,C11494,South,Retail,Beauty,1,34.46,0.05,30.61,0
ORD-011363,2024-07-22,C15772,North,Wholesale,Apparel,1,44.9,0.0,41.98,0
ORD-011364,2024-07-22,C12484,South,Direct,Beauty,1,54.26,0.05,48.19,0
ORD-011365,2024-07-22,C9994,West,Marketplace,Beauty,1,42.31,0.0,39.55,0
ORD-011366,2024-07-22,C8505,West,Retail,Apparel,3,60.93,0.05,162.34,0
ORD-011367,2024-07-22,C21983,West,Retail,Home,3,102.44,0.0,287.32,0
ORD-011368,2024-07-22,C27739,East,Retail,Apparel,4,47.73,0.1,160.65,0
ORD-011369,2024-07-22,C7725,South,Retail,Electronics,2,172.32,0.05,306.09,0
