customer_id,tenure_months,monthly_charges,contract,internet_service,tech_support,payment_method,support_tickets,churn
CX00873,33,67.39,Two year,DSL,Yes,Credit card,2,0
CX00874,9,100.2,Month-to-month,DSL,No,Electronic check,1,1
CX00875,46,88.77,One year,Fiber,Yes,Mailed check,2,0
CX00876,5,49.59,Two year,DSL,No,Bank transfer,2,0
CX00877,40,52.87,Month-to-month,Fiber,No,Bank transfer,1,0
CX00878,55,98.08,One year,Fiber,No,Credit card,1,0
CX00879,6,74.78,One year,DSL,No,Mailed check,4,0
CX00880,57,62.9,Month-to-month,Fiber,No,Credit card,1,1
CX00881,43,94.1,Month-to-month,DSL,No,Mailed check,2,0
CX00882,24,59.47,Two year,None,No,Bank transfer,2,0
CX00883,16,61.84,Month-to-month,Fiber,Yes,Electronic check,1,1
CX00884,1,57.85,Month-to-month,DSL,No,Credit card,5,1
CX00885,15,24.84,One year,DSL,Yes,Credit card,2,1
CX00886,21,87.01,Month-to-month,None,Yes,Bank transfer,1,0
CX00887,64,41.4,One year,DSL,No,Electronic check,0,0
CX00888,37,55.49,Month-to-month,None,No,Bank transfer,4,0
CX00889,15,51.63,Two year,None,Yes,Electronic check,2,0
CX00890,54,83.99,Two year,None,No,Credit card,2,0
CX00891,33,66.49,One year,DSL,No,Electronic check,1,0
CX00892,61,68.34,Two year,None,No,Bank transfer,1,0
CX00893,55,31.05,One year,Fiber,Yes,Bank transfer,0,0
CX00894,68,66.08,Month-to-month,DSL,Yes,Electronic check,0,0
CX00895,51,35.52,One year,DSL,No,Mailed check,0,0
CX00896,8,74.76,One year,Fiber,No,Electronic check,1,1
CX00897,40,76.07,Month-to-month,Fiber,No,Credit card,0,1
CX00898,31,67.62,One year,Fiber,Yes,Mailed check,1,0
CX00899,59,112.95,Month-to-month,Fiber,No,Bank transfer,1,1
CX00900,12,79.61,Month-to-month,DSL,Yes,Electronic check,0,0
CX00901,34,81.11,Month-to-month,DSL,No,Electronic check,1,0
CX00902,60,71.13,Month-to-month,None,Yes,Electronic check,1,0
CX00903,45,63.76,Two year,Fiber,No,Bank transfer,2,1
CX00904,3,89.25,One year,Fiber,No,Bank transfer,3,1
CX00905,59,92.23,Month-to-month,DSL,Yes,Electronic check,2,0
CX00906,27,39.37,One year,None,No,Credit card,3,0
CX00907,49,91.2,Two year,Fiber,Yes,Credit card,1,0
CX00908,48,79.3,One year,Fiber,Yes,Bank transfer,1,0
CX00909,47,89.14,One year,Fiber,Yes,Electronic check,0,0
CX00910,31,78.26,Month-to-month,Fiber,No,Electronic check,2,1
CX00911,30,40.63,One year,None,No,Electronic check,1,1
CX00912,8,42.2,Month-to-month,None,No,Mailed check,0,0
CX00913,41,108.14,Two year,DSL,No,Mailed check,0,1
CX00914,21,73.55,One year,None,Yes,Electronic check,1,1
CX00915,29,36.82,Month-to-month,Fiber,No,Electronic check,0,0
CX00916,13,75.66,Two year,DSL,No,Credit card,1,0
CX00917,54,60.03,One year,None,No,Bank transfer,3,0
CX00918,67,27.44,Month-to-month,Fiber,No,Electronic check,2,0
CX00919,28,18.0,Month-to-month,DSL,Yes,Mailed check,2,0
CX00920,31,32.74,Month-to-month,DSL,Yes,Bank transfer,1,0
CX00921,34,73.98,One year,Fiber,Yes,Bank transfer,0,1
CX00922,6,66.94,Month-to-month,Fiber,No,Mailed check,1,1
CX00923,55,62.52,Month-to-month,DSL,Yes,Credit card,1,0
CX00924,64,74.26,One year,Fiber,Yes,Bank transfer,0,0
CX00925,37,81.22,Month-to-month,Fiber,Yes,Electronic check,1,1
CX00926,5,21.74,Month-to-month,Fiber,Yes,Bank transfer,0,0
CX00927,25,61.37,Month-to-month,DSL,No,Credit card,3,1
CX00928,12,49.79,Month-to-month,Fiber,No,Bank transfer,3,1
CX00929,60,40.87,One year,DSL,Yes,Electronic check,1,0
CX00930,58,55.96,Month-to-month,DSL,No,Credit card,1,0
CX00931,28,65.3,Two year,Fiber,Yes,Credit card,1,0
CX00932,28,62.14,Month-to-month,DSL,No,Bank transfer,1,1
CX00933,61,36.0,Month-to-month,Fiber,Yes,Bank transfer,0,0
CX00934,7,57.37,Month-to-month,Fiber,Yes,Credit card,2,1
CX00935,57,112.35,Two year,DSL,No,Electronic check,2,0
CX00936,70,44.8,One year,DSL,Yes,Electronic check,0,0
CX00937,33,30.88,Month-to-month,DSL,Yes,Bank transfer,0,0
CX00938,55,74.06,Month-to-month,None,No,Bank transfer,3,0
CX00939,52,81.13,Month-to-month,Fiber,No,Credit card,0,0
CX00940,65,78.21,One year,DSL,Yes,Credit card,1,0
CX00941,3,43.37,One year,DSL,No,Bank transfer,1,0
CX00942,51,89.96,One year,Fiber,No,Mailed check,1,1
CX00943,29,50.72,Month-to-month,Fiber,Yes,Mailed check,0,0
CX00944,62,43.03,Month-to-month,DSL,No,Mailed check,0,0
CX00945,62,54.61,One year,DSL,No,Credit card,3,0
CX00946,21,65.61,Month-to-month,Fiber,No,Mailed check,3,1
CX00947,42,83.71,One year,DSL,Yes,Electronic check,3,0
CX00948,36,81.72,One year,DSL,No,Credit card,0,0
CX00949,41,67.51,One year,Fiber,Yes,Bank transfer,0,0
CX00950,60,88.52,Month-to-month,Fiber,Yes,Bank transfer,1,0
CX00951,48,69.79,Month-to-month,None,No,Mailed check,1,1
CX00952,55,87.71,Two year,Fiber,No,Bank transfer,1,0
CX00953,49,37.11,Two year,DSL,Yes,Credit card,1,0
CX00954,19,33.37,One year,DSL,No,Electronic check,2,1
CX00955,43,85.07,One year,Fiber,No,Credit card,2,0
CX00956,28,37.42,Month-to-month,Fiber,Yes,Electronic check,0,0
CX00957,31,61.37,Two year,Fiber,No,Bank transfer,1,0
CX00958,9,65.84,One year,DSL,Yes,Electronic check,2,0
CX00959,14,57.27,Month-to-month,Fiber,Yes,Credit card,3,1
CX00960,25,58.02,One year,DSL,No,Electronic check,1,0
CX00961,22,98.64,Month-to-month,DSL,Yes,Bank transfer,1,0
CX00962,46,18.0,Month-to-month,DSL,Yes,Bank transfer,0,0
CX00963,22,87.45,Two year,Fiber,No,Bank transfer,3,0
CX00964,18,118.49,Month-to-month,DSL,Yes,Mailed check,2,1
CX00965,32,68.52,One year,None,No,Bank transfer,2,0
CX00966,41,67.58,One year,Fiber,No,Credit card,0,0
CX00967,72,83.98,Two year,DSL,Yes,Credit card,1,0
CX00968,37,108.23,Month-to-month,Fiber,Yes,Electronic check,5,1
CX00969,26,41.86,One year,DSL,Yes,Mailed check,0,0
CX00970,24,69.93,Month-to-month,DSL,No,Bank transfer,4,1
CX00971,33,63.9,Month-to-month,DSL,No,Mailed check,0,0
CX00972,67,80.31,Month-to-month,None,Yes,Electronic check,2,0
CX00973,27,71.5,One year,DSL,No,Bank transfer,2,0
CX00974,18,82.51,Month-to-month,DSL,No,Electronic check,2,0
CX00975,42,58.72,One year,Fiber,Yes,Electronic check,1,0
CX00976,56,69.08,Month-to-month,DSL,No,Mailed check,2,0
CX00977,69,53.25,Month-to-month,None,Yes,Credit card,1,0
CX00978,21,53.39,Two year,None,Yes,Mailed check,1,0
CX00979,65,64.89,Month-to-month,Fiber,No,Credit card,3,1
CX00980,62,64.88,One year,DSL,Yes,Bank transfer,2,0
CX00981,28,42.21,Month-to-month,Fiber,No,Bank transfer,1,0
CX00982,25,102.54,Month-to-month,Fiber,No,Electronic check,2,1
CX00983,20,65.03,Month-to-month,Fiber,Yes,Credit card,1,1
CX00984,23,37.56,Two year,Fiber,No,Credit card,3,0
CX00985,64,92.23,Month-to-month,DSL,No,Bank transfer,0,0
CX00986,23,51.54,One year,DSL,Yes,Credit card,1,0
CX00987,36,79.18,Month-to-month,Fiber,No,Electronic check,2,1
CX00988,68,67.63,Month-to-month,None,No,Mailed check,0,0
CX00989,50,73.51,One year,Fiber,Yes,Credit card,3,0
CX00990,10,71.76,Month-to-month,Fiber,No,Electronic check,1,1
CX00991,6,55.35,One year,Fiber,No,Credit card,2,0
CX00992,17,68.9,Month-to-month,Fiber,No,Credit card,1,1
CX00993,63,112.73,Month-to-month,DSL,No,Mailed check,1,0
CX00994,17,18.77,Month-to-month,DSL,No,Bank transfer,0,0
CX00995,23,69.45,Two year,Fiber,Yes,Electronic check,1,0
CX00996,39,77.57,Two year,DSL,Yes,Electronic check,5,0
CX00997,36,44.85,Month-to-month,Fiber,Yes,Electronic check,0,1
CX00998,6,37.85,Month-to-month,Fiber,No,Bank transfer,2,1
CX00999,15,115.5,One year,Fiber,Yes,Credit card,2,0
CX01000,72,59.83,Month-to-month,Fiber,No,Electronic check,0,0
CX01001,31,113.74,Two year,Fiber,Yes,Electronic check,1,0
CX01002,21,79.79,Month-to-month,Fiber,No,Credit card,2,0
CX01003,60,69.68,Month-to-month,Fiber,No,Electronic check,2,0
CX01004,34,78.47,Month-to-month,Fiber,No,Electronic check,2,1
CX01005,60,81.97,Month-to-month,Fiber,Yes,Electronic check,1,1
CX01006,12,93.95,Month-to-month,DSL,No,Credit card,0,1
CX01007,35,77.59,Month-to-month,Fiber,Yes,Credit card,2,1
CX01008,59,71.18,Two year,DSL,No,Mailed check,3,0
CX01009,56,71.88,One year,None,No,Electronic check,2,1
CX01010,49,97.74,Month-to-month,Fiber,No,Credit card,1,1
CX01011,33,85.97,Two year,Fiber,Yes,Electronic check,1,0
CX01012,60,45.96,Month-to-month,DSL,Yes,Credit card,1,0
CX01013,27,54.02,Two year,Fiber,No,Bank transfer,2,0
CX01014,48,75.28,Month-to-month,DSL,Yes,Electronic check,0,1
CX01015,40,54.3,Month-to-month,Fiber,No,Electronic check,2,0
CX01016,22,59.72,One year,Fiber,Yes,Mailed check,1,1
CX01017,15,46.97,Month-to-month,Fiber,No,Bank transfer,0,0
CX01018,39,62.24,Month-to-month,DSL,Yes,Mailed check,1,0
CX01019,23,77.32,Month-to-month,DSL,No,Electronic check,1,1
CX01020,38,89.89,One year,DSL,Yes,Bank transfer,0,0
CX01021,51,68.2,Month-to-month,Fiber,No,Credit card,4,0
CX01022,58,113.65,Two year,Fiber,No,Electronic check,2,0
CX01023,56,66.32,One year,Fiber,No,Bank transfer,3,0
CX01024,37,138.26,One year,Fiber,No,Mailed check,2,0
CX01025,5,90.04,One year,Fiber,No,Electronic check,4,1
CX01026,13,78.93,Month-to-month,Fiber,No,Electronic check,2,1
CX01027,53,57.02,One year,DSL,No,Electronic check,2,0
CX01028,43,18.0,Month-to-month,Fiber,Yes,Bank transfer,2,0
CX01029,59,64.59,Month-to-month,Fiber,Yes,Electronic check,3,0
CX01030,36,71.92,Month-to-month,DSL,No,Credit card,1,1
CX01031,33,110.29,Month-to-month,Fiber,No,Mailed check,1,1
CX01032,18,37.65,Month-to-month,Fiber,No,Electronic check,1,1
CX01033,5,109.93,One year,DSL,Yes,Mailed check,1,0
CX01034,11,62.47,Two year,Fiber,Yes,Credit card,2,0
CX01035,50,83.93,Month-to-month,Fiber,Yes,Credit card,1,1
CX01036,42,18.0,Month-to-month,Fiber,No,Bank transfer,1,1
CX01037,18,71.06,Month-to-month,DSL,Yes,Credit card,3,1
CX01038,27,60.44,Month-to-month,Fiber,Yes,Electronic check,0,0
CX01039,47,83.01,One year,DSL,No,Electronic check,1,0
CX01040,28,70.01,Month-to-month,DSL,Yes,Bank transfer,3,1
CX01041,28,42.87,Month-to-month,Fiber,No,Electronic check,3,0
CX01042,20,88.83,One year,None,Yes,Electronic check,1,1
CX01043,46,83.28,Month-to-month,DSL,No,Electronic check,2,0
CX01044,65,81.13,One year,Fiber,Yes,Electronic check,0,0
CX01045,19,90.2,One year,Fiber,No,Bank transfer,3,0
CX01046,21,92.22,Two year,Fiber,Yes,Mailed check,0,0
CX01047,35,67.52,Month-to-month,DSL,Yes,Mailed check,2,0
CX01048,14,38.13,Two year,Fiber,No,Bank transfer,0,0
CX01049,38,37.53,Month-to-month,Fiber,No,Electronic check,2,0
CX01050,64,97.69,Month-to-month,Fiber,Yes,Bank transfer,1,1
CX01051,46,83.63,Month-to-month,None,No,Mailed check,2,0
CX01052,12,70.24,Month-to-month,DSL,No,Electronic check,2,1
CX01053,15,58.44,Two year,DSL,No,Credit card,0,1
CX01054,6,68.69,Two year,DSL,Yes,Bank transfer,2,0
CX01055,70,68.55,Month-to-month,Fiber,No,Credit card,4,0
CX01056,25,60.59,Month-to-month,Fiber,No,Credit card,2,1
CX01057,21,52.62,Month-to-month,Fiber,No,Bank transfer,1,1
CX01058,62,115.61,Two year,Fiber,No,Credit card,0,0
CX01059,23,73.03,Month-to-month,None,No,Credit card,2,1
CX01060,17,54.67,Month-to-month,Fiber,Yes,Mailed check,1,0
CX01061,19,39.35,Two year,Fiber,Yes,Mailed check,4,0
CX01062,29,52.03,Month-to-month,DSL,Yes,Electronic check,1,0
CX01063,5,83.83,Month-to-month,Fiber,No,Bank transfer,1,1
CX01064,47,84.68,Two year,Fiber,No,Mailed check,2,0
CX01065,31,63.2,One year,DSL,No,Electronic check,4,0
CX01066,70,69.14,Month-to-month,Fiber,No,Electronic check,0,1
CX01067,56,61.29,Two year,Fiber,Yes,Mailed check,1,0
CX01068,28,43.63,Month-to-month,Fiber,Yes,Credit card,3,1
CX01069,52,96.64,Month-to-month,Fiber,Yes,Credit card,3,0
CX01070,59,76.2,Two year,DSL,Yes,Mailed check,1,0
CX01071,15,122.48,Month-to-month,None,Yes,Mailed check,1,1
CX01072,12,51.36,One year,DSL,Yes,Electronic check,2,0
CX01073,10,64.97,One year,Fiber,Yes,Bank transfer,2,0
CX01074,4,87.43,Month-to-month,Fiber,No,Bank transfer,0,1
CX01075,24,62.61,Two year,DSL,Yes,Bank transfer,3,0
CX01076,58,37.47,One year,DSL,Yes,Mailed check,2,1
CX01077,56,47.12,Month-to-month,DSL,No,Mailed check,2,0
CX01078,28,70.22,Month-to-month,Fiber,No,Credit card,2,0
CX01079,36,75.55,Month-to-month,Fiber,No,Electronic check,2,0
CX01080,56,65.92,Two year,Fiber,No,Bank transfer,1,0
CX01081,67,90.08,One year,Fiber,No,Mailed check,0,0
CX01082,21,89.84,Month-to-month,DSL,No,Bank transfer,2,0
CX01083,48,75.1,One year,Fiber,No,Electronic check,1,0
CX01084,43,68.59,One year,Fiber,No,Electronic check,0,0
CX01085,45,62.44,One year,Fiber,Yes,Electronic check,2,1
CX01086,58,80.12,Month-to-month,DSL,Yes,Electronic check,0,0
CX01087,56,88.23,Month-to-month,DSL,No,Credit card,1,0
CX01088,29,69.33,Two year,DSL,Yes,Credit card,2,0
CX01089,55,77.9,Two year,Fiber,No,Credit card,2,0
CX01090,4,60.87,Month-to-month,DSL,No,Credit card,0,0
CX01091,25,36.95,Month-to-month,None,No,Bank transfer,2,0
CX01092,16,45.98,Month-to-month,Fiber,No,Credit card,5,0
CX01093,19,84.85,Month-to-month,DSL,No,Credit card,0,1
CX01094,65,77.83,Two year,DSL,No,Credit card,2,0
CX01095,32,102.98,Month-to-month,Fiber,Yes,Electronic check,3,1
CX01096,6,69.23,One year,DSL,No,Mailed check,3,1
CX01097,36,87.03,One year,DSL,No,Bank transfer,5,0
CX01098,5,97.11,Month-to-month,Fiber,No,Credit card,0,1
CX01099,11,89.88,Month-to-month,None,Yes,Electronic check,2,1
CX01100,28,54.61,Month-to-month,None,No,Electronic check,1,1
CX01101,32,63.94,Month-to-month,Fiber,No,Electronic check,1,0
CX01102,17,70.86,One year,None,No,Electronic check,3,0
CX01103,47,46.31,Two year,DSL,No,Mailed check,4,0
CX01104,36,78.43,Two year,DSL,Yes,Electronic check,2,0
CX01105,10,90.53,One year,DSL,No,Electronic check,1,1
CX01106,60,57.42,Month-to-month,None,No,Mailed check,0,0
CX01107,10,111.4,Month-to-month,Fiber,No,Electronic check,1,1
CX01108,26,61.6,One year,Fiber,No,Credit card,0,0
CX01109,13,63.53,Month-to-month,DSL,No,Credit card,2,1
CX01110,68,62.76,One year,Fiber,Yes,Mailed check,2,0
CX01111,21,52.42,One year,DSL,Yes,Credit card,0,0
CX01112,63,77.19,Month-to-month,Fiber,No,Electronic check,0,1
CX01113,70,68.44,One year,None,No,Mailed check,1,0
CX01114,16,104.55,Month-to-month,DSL,No,Credit card,2,1
CX01115,2,81.36,Month-to-month,DSL,No,Electronic check,2,1
CX01116,1,79.83,Two year,DSL,No,Electronic check,3,1
CX01117,14,63.13,One year,Fiber,No,Credit card,0,1
CX01118,29,36.89,Two year,DSL,Yes,Bank transfer,3,0
CX01119,12,66.03,Two year,DSL,No,Mailed check,2,0
CX01120,69,49.29,Month-to-month,Fiber,No,Bank transfer,0,0
CX01121,35,88.94,One year,Fiber,No,Electronic check,3,1
CX01122,62,67.33,Month-to-month,Fiber,Yes,Credit card,2,1
CX01123,2,104.65,Month-to-month,Fiber,No,Electronic check,3,1
CX01124,10,84.18,Month-to-month,DSL,Yes,Electronic check,0,0
CX01125,33,86.38,Month-to-month,Fiber,Yes,Bank transfer,2,0
CX01126,12,73.07,One year,None,Yes,Bank transfer,0,0
CX01127,12,72.59,One year,Fiber,Yes,Bank transfer,1,0
CX01128,2,82.37,Two year,Fiber,Yes,Mailed check,3,0
CX01129,20,88.3,Month-to-month,Fiber,Yes,Credit card,2,1
CX01130,55,52.37,One year,None,No,Electronic check,2,0
CX01131,58,78.83,Month-to-month,Fiber,Yes,Electronic check,1,0
CX01132,37,125.66,Month-to-month,None,Yes,Credit card,0,0
CX01133,14,66.03,One year,DSL,Yes,Bank transfer,2,1
CX01134,33,62.38,Month-to-month,Fiber,No,Mailed check,2,0
CX01135,45,52.77,Two year,Fiber,No,Electronic check,1,0
CX01136,11,36.13,Month-to-month,Fiber,No,Electronic check,0,1
CX01137,30,94.16,Month-to-month,DSL,Yes,Bank transfer,2,0
CX01138,60,69.34,Two year,DSL,No,Credit card,4,0
CX01139,31,74.59,Two year,Fiber,Yes,Bank transfer,0,0
CX01140,34,108.59,Month-to-month,DSL,Yes,Electronic check,2,0
CX01141,59,123.2,Month-to-month,DSL,Yes,Mailed check,1,1
CX01142,49,48.45,Month-to-month,DSL,No,Mailed check,2,0
CX01143,12,91.2,Month-to-month,DSL,Yes,Credit card,0,0
CX01144,44,81.72,Month-to-month,Fiber,Yes,Electronic check,3,0
CX01145,67,76.79,One year,Fiber,No,Electronic check,2,0
CX01146,16,78.56,One year,DSL,No,Credit card,1,0
CX01147,65,67.53,Month-to-month,Fiber,Yes,Credit card,4,0
CX01148,43,103.01,Month-to-month,Fiber,No,Mailed check,3,0
CX01149,49,81.57,Month-to-month,DSL,No,Electronic check,1,1
CX01150,24,75.63,One year,Fiber,No,Electronic check,2,1
CX01151,4,95.49,Month-to-month,DSL,No,Mailed check,2,0
CX01152,2,87.78,Two year,Fiber,No,Mailed check,0,1
CX01153,48,78.18,Month-to-month,Fiber,No,Bank transfer,2,1
CX01154,71,75.25,Month-to-month,Fiber,Yes,Mailed check,1,0
CX01155,44,106.69,One year,None,No,Credit card,1,0
CX01156,26,79.27,Two year,DSL,No,Electronic check,3,0
CX01157,56,66.09,One year,Fiber,No,Credit card,2,0
CX01158,69,49.2,Two year,Fiber,Yes,Bank transfer,2,0
CX01159,16,60.49,Month-to-month,Fiber,Yes,Electronic check,1,0
CX01160,8,44.97,Month-to-month,DSL,Yes,Credit card,2,0
CX01161,69,70.43,Month-to-month,None,No,Bank transfer,0,0
CX01162,4,73.72,One year,Fiber,Yes,Mailed check,2,1
CX01163,64,22.95,Month-to-month,None,Yes,Electronic check,2,0
CX01164,11,68.46,One year,Fiber,No,Electronic check,0,1
CX01165,9,82.34,Month-to-month,Fiber,Yes,Electronic check,4,1
CX01166,20,71.72,Month-to-month,Fiber,Yes,Mailed check,1,1
CX01167,23,47.06,Month-to-month,Fiber,No,Bank transfer,2,0
CX01168,24,95.97,Month-to-month,Fiber,Yes,Electronic check,1,1
CX01169,3,52.74,Month-to-month,DSL,Yes,Mailed check,1,1
CX01170,62,41.03,Month-to-month,Fiber,No,Electronic check,1,0
CX01171,60,44.28,One year,DSL,No,Electronic check,3,0
CX01172,49,67.74,One year,Fiber,Yes,Credit card,1,0
CX01173,66,89.68,Month-to-month,DSL,Yes,Mailed check,2,0
CX01174,68,93.7,One year,Fiber,Yes,Mailed check,4,0
CX01175,72,72.67,Month-to-month,Fiber,Yes,Mailed check,1,1
CX01176,28,41.79,Month-to-month,None,No,Bank transfer,1,0
CX01177,45,53.6,Month-to-month,DSL,Yes,Bank transfer,0,0
CX01178,55,48.29,One year,DSL,Yes,Electronic check,1,0
CX01179,48,64.12,Two year,DSL,No,Credit card,1,0
CX01180,57,29.01,One year,Fiber,No,Mailed check,2,0
CX01181,49,70.48,Month-to-month,DSL,Yes,Electronic check,3,0
CX01182,28,82.22,One year,Fiber,No,Electronic check,1,0
CX01183,42,64.75,Month-to-month,DSL,No,Mailed check,1,0
CX01184,15,78.15,Two year,DSL,Yes,Bank transfer,2,0
CX01185,69,47.38,Month-to-month,None,Yes,Credit card,2,0
CX01186,65,36.02,One year,DSL,No,Bank transfer,2,0
CX01187,44,54.01,Month-to-month,DSL,Yes,Mailed check,1,1
CX01188,56,93.48,Two year,Fiber,Yes,Electronic check,1,0
CX01189,25,90.68,One year,Fiber,No,Credit card,1,0
CX01190,28,57.97,Month-to-month,Fiber,No,Mailed check,4,1
CX01191,37,94.5,One year,None,No,Credit card,5,0
CX01192,20,60.87,Month-to-month,DSL,No,Mailed check,0,0
CX01193,2,101.28,Month-to-month,DSL,Yes,Electronic check,0,1
CX01194,29,78.63,Month-to-month,DSL,Yes,Bank transfer,2,0
CX01195,53,58.07,Month-to-month,DSL,Yes,Bank transfer,1,1
CX01196,19,85.51,One year,Fiber,No,Electronic check,2,1
CX01197,50,50.97,Month-to-month,Fiber,Yes,Credit card,1,0
CX01198,44,47.42,Month-to-month,None,Yes,Electronic check,2,0
CX01199,31,36.09,Month-to-month,DSL,No,Electronic check,1,1
CX01200,53,73.69,One year,Fiber,Yes,Electronic check,0,0
CX01201,62,66.83,Month-to-month,None,No,Mailed check,1,0
CX01202,69,66.3,One year,DSL,No,Mailed check,0,0
CX01203,55,58.98,Month-to-month,Fiber,No,Bank transfer,3,1
CX01204,7,99.63,Month-to-month,Fiber,Yes,Bank transfer,2,1
CX01205,25,58.68,One year,None,Yes,Electronic check,1,0
CX01206,39,52.08,Month-to-month,None,Yes,Electronic check,1,0
CX01207,6,95.41,Month-to-month,Fiber,No,Electronic check,1,1
CX01208,31,99.27,Month-to-month,DSL,No,Mailed check,1,1
CX01209,10,75.45,Month-to-month,Fiber,Yes,Bank transfer,0,0
CX01210,40,29.72,Month-to-month,DSL,Yes,Electronic check,1,0
CX01211,14,54.81,Two year,Fiber,No,Electronic check,0,0
CX01212,20,81.48,Month-to-month,DSL,No,Electronic check,2,1
CX01213,22,68.39,Month-to-month,Fiber,No,Electronic check,0,1
CX01214,71,102.19,One year,Fiber,No,Bank transfer,3,0
CX01215,33,37.93,Month-to-month,Fiber,No,Credit card,0,0
CX01216,41,82.92,Month-to-month,None,No,Mailed check,1,1
CX01217,67,54.21,Month-to-month,Fiber,Yes,Electronic check,3,0
CX01218,1,97.11,Month-to-month,Fiber,No,Electronic check,2,1
CX01219,21,66.35,One year,Fiber,Yes,Bank transfer,0,0
CX01220,31,90.67,Month-to-month,DSL,No,Electronic check,1,1
CX01221,65,53.75,One year,DSL,Yes,Credit card,0,0
CX01222,53,36.99,Month-to-month,Fiber,Yes,Electronic check,1,0
CX01223,49,43.57,One year,DSL,No,Electronic check,1,0
CX01224,28,54.65,Two year,Fiber,No,Mailed check,1,0
CX01225,62,45.45,One year,Fiber,No,Mailed check,3,0
CX01226,14,94.41,Two year,DSL,No,Mailed check,0,0
CX01227,30,97.46,Month-to-month,Fiber,No,Bank transfer,2,1
CX01228,26,74.01,Month-to-month,DSL,No,Electronic check,1,0
CX01229,1,45.25,Month-to-month,None,Yes,Electronic check,1,0
CX01230,7,65.4,One year,DSL,No,Mailed check,0,0
CX01231,57,52.91,Month-to-month,Fiber,No,Electronic check,2,1
CX01232,68,99.99,One year,DSL,Yes,Credit card,1,0
CX01233,18,74.95,Month-to-month,DSL,No,Mailed check,2,1
CX01234,6,78.77,Two year,Fiber,Yes,Credit card,0,0
CX01235,11,59.21,Month-to-month,None,Yes,Mailed check,4,1
CX01236,5,23.75,Month-to-month,Fiber,No,Bank transfer,2,0
CX01237,58,51.04,Month-to-month,Fiber,No,Mailed check,2,1
CX01238,4,43.43,Month-to-month,DSL,No,Bank transfer,1,0
CX01239,50,76.15,Two year,Fiber,No,Mailed check,1,0
CX01240,58,70.12,Month-to-month,Fiber,No,Electronic check,1,0
CX01241,16,50.36,One year,DSL,Yes,Mailed check,2,0
CX01242,17,59.45,Month-to-month,Fiber,No,Bank transfer,0,1
CX01243,20,102.46,Month-to-month,DSL,Yes,Bank transfer,2,0
CX01244,55,46.89,One year,DSL,No,Electronic check,3,1
CX01245,68,47.81,One year,DSL,No,Electronic check,2,0
CX01246,55,62.98,One year,Fiber,Yes,Electronic check,3,0
CX01247,20,52.62,Month-to-month,None,Yes,Electronic check,1,1
CX01248,52,58.57,Month-to-month,Fiber,Yes,Electronic check,0,0
CX01249,51,79.69,Month-to-month,DSL,Yes,Credit card,2,0
CX01250,31,106.11,Month-to-month,DSL,Yes,Bank transfer,3,1
CX01251,10,28.85,Month-to-month,DSL,No,Credit card,1,1
CX01252,23,67.6,Month-to-month,Fiber,Yes,Electronic check,3,1
CX01253,59,68.91,Month-to-month,DSL,Yes,Electronic check,1,0
CX01254,38,66.15,Two year,DSL,No,Credit card,0,0
CX01255,9,63.88,One year,Fiber,Yes,Credit card,2,0
CX01256,66,60.51,Month-to-month,Fiber,Yes,Mailed check,0,0
CX01257,38,90.09,One year,Fiber,No,Mailed check,0,1
CX01258,26,57.77,Month-to-month,Fiber,Yes,Bank transfer,1,0
CX01259,3,65.2,Month-to-month,DSL,No,Electronic check,3,1
CX01260,42,68.0,One year,None,Yes,Electronic check,2,0
CX01261,40,70.36,One year,Fiber,No,Bank transfer,3,0
CX01262,11,64.24,One year,None,Yes,Electronic check,1,0
CX01263,61,89.98,Two year,Fiber,No,Credit card,0,0
CX01264,37,67.81,One year,None,No,Bank transfer,0,0
CX01265,7,71.83,Two year,Fiber,No,Bank transfer,0,1
CX01266,15,66.87,Month-to-month,Fiber,Yes,Bank transfer,2,1
CX01267,20,45.93,Two year,None,Yes,Credit card,1,0
CX01268,54,49.74,One year,None,No,Bank transfer,2,0
CX01269,56,44.9,One year,DSL,Yes,Mailed check,3,0
CX01270,60,72.24,One year,DSL,No,Bank transfer,7,0
CX01271,44,52.3,Month-to-month,Fiber,Yes,Mailed check,0,0
CX01272,66,44.65,Month-to-month,None,No,Credit card,1,0
CX01273,23,73.24,Two year,DSL,Yes,Electronic check,1,0
CX01274,42,79.55,One year,DSL,Yes,Electronic check,2,0
CX01275,46,29.26,Two year,Fiber,No,Mailed check,2,0
CX01276,27,105.17,Month-to-month,None,No,Bank transfer,0,0
CX01277,33,68.71,One year,DSL,Yes,Credit card,3,0
CX01278,51,65.69,One year,DSL,No,Mailed check,1,0
CX01279,63,91.47,Month-to-month,Fiber,Yes,Bank transfer,2,0
CX01280,67,69.54,One year,Fiber,No,Electronic check,2,0
CX01281,22,54.72,Month-to-month,Fiber,No,Bank transfer,3,0
CX01282,52,116.28,Month-to-month,Fiber,No,Bank transfer,0,0
CX01283,55,44.36,Month-to-month,DSL,Yes,Mailed check,3,0
CX01284,68,65.85,One year,Fiber,No,Mailed check,0,0
CX01285,46,86.64,One year,Fiber,No,Electronic check,2,1
CX01286,15,44.47,Two year,Fiber,No,Electronic check,2,0
CX01287,54,65.76,Two year,DSL,No,Bank transfer,1,0
CX01288,13,76.5,Two year,Fiber,No,Bank transfer,1,1
CX01289,28,120.84,Two year,DSL,Yes,Credit card,3,0
